Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,0
Rotating,0,Stationary,1
Rotating,0,Stationary,2
Rotating,0,Stationary,4
Rotating,0,Stationary,7
Rotating,0,Stationary,12
Rotating,0,Stationary,15
Rotating,0,Stationary,19
Rotating,0,Stationary,22
Rotating,-1,Stationary,25
Rotating,-1,Stationary,26
Rotating,-1,Stationary,26
Rotating,-3,Stationary,25
Rotating,-5,Stationary,25
Rotating,-6,Stationary,25
Rotating,-8,Stationary,26
Rotating,-9,Stationary,27
Rotating,-10,Stationary,30
Rotating,-12,Stationary,32
Rotating,-13,Stationary,37
Rotating,-14,Stationary,41
Rotating,-14,Stationary,44
Rotating,-15,Stationary,46
Rotating,-16,Stationary,48
Rotating,-18,Stationary,48
Rotating,-20,Stationary,46
Rotating,-21,Stationary,46
Rotating,-22,Stationary,44
Rotating,-24,Stationary,44
Rotating,-25,Stationary,43
Rotating,-27,Stationary,42
Rotating,-28,Stationary,42
Rotating,-32,Stationary,40
Rotating,-34,Stationary,40
Rotating,-36,Stationary,40
Rotating,-38,Stationary,39
Rotating,-40,Stationary,39
Rotating,-43,Stationary,39
Rotating,-46,Stationary,39
Rotating,-48,Stationary,39
Rotating,-56,Stationary,39
Rotating,-60,Stationary,39
Rotating,-65,Stationary,39
Rotating,-70,Stationary,39
Rotating,-73,Stationary,39
Rotating,-80,Stationary,39
Rotating,-84,Stationary,39
Rotating,-90,Stationary,39
Rotating,-95,Stationary,39
Rotating,-103,Stationary,39
Rotating,-108,Stationary,39
Rotating,-112,Stationary,38
Rotating,-116,Stationary,37
Rotating,-120,Stationary,34
Rotating,-124,Stationary,31
Rotating,-126,Stationary,29
Rotating,-127,Stationary,27
Rotating,-132,Stationary,22
Rotating,-135,Stationary,18
Rotating,-138,Stationary,14
Rotating,-140,Stationary,9
Rotating,-142,Stationary,6
Rotating,-144,Stationary,1
Rotating,-146,Stationary,-5
Rotating,-148,Stationary,-9
Rotating,-150,Stationary,-13
Rotating,-151,Stationary,-18
Rotating,-152,Stationary,-21
Rotating,-152,Stationary,-26
Rotating,-152,Stationary,-29
Rotating,-151,Stationary,-33
Rotating,-151,Stationary,-35
Rotating,-151,Stationary,-38
Rotating,-151,Stationary,-39
Rotating,-151,Stationary,-39
Rotating,-151,Stationary,-39
Rotating,-150,Stationary,-39
Rotating,-150,Stationary,-38
Rotating,-148,Stationary,-37
Rotating,-147,Stationary,-37
Rotating,-146,Stationary,-37
Rotating,-144,Stationary,-36
Rotating,-143,Stationary,-36
Rotating,-141,Stationary,-35
Rotating,-139,Stationary,-35
Rotating,-137,Stationary,-35
Rotating,-134,Stationary,-35
Rotating,-132,Stationary,-35
Rotating,-130,Stationary,-35
Rotating,-128,Stationary,-35
Rotating,-125,Stationary,-35
Rotating,-123,Stationary,-35
Rotating,-120,Stationary,-35
Rotating,-116,Stationary,-35
Rotating,-114,Stationary,-35
Rotating,-111,Stationary,-35
Rotating,-108,Stationary,-36
Rotating,-106,Stationary,-36
Rotating,-104,Stationary,-36
Rotating,-98,Stationary,-35
Rotating,-93,Stationary,-35
Rotating,-90,Stationary,-35
Rotating,-86,Stationary,-35
Rotating,-82,Stationary,-35
Rotating,-79,Stationary,-35
Rotating,-74,Stationary,-35
Rotating,-69,Stationary,-35
Rotating,-66,Stationary,-35
Rotating,-60,Stationary,-35
Rotating,-54,Stationary,-35
Rotating,-50,Stationary,-35
Rotating,-45,Stationary,-35
Rotating,-39,Stationary,-35
Rotating,-36,Stationary,-35
Rotating,-32,Stationary,-35
Rotating,-28,Stationary,-35
Rotating,-24,Stationary,-35
Rotating,-20,Stationary,-35
Rotating,-18,Stationary,-35
Rotating,-15,Stationary,-35
Rotating,-13,Stationary,-35
Rotating,-12,Stationary,-35
Rotating,-11,Stationary,-35
Rotating,-11,Stationary,-35
Rotating,-12,Stationary,-34
Rotating,-12,Stationary,-33
Rotating,-12,Stationary,-31
Rotating,-12,Stationary,-29
Rotating,-12,Stationary,-26
Rotating,-12,Stationary,-25
Rotating,-12,Stationary,-21
Rotating,-12,Stationary,-17
Rotating,-11,Stationary,-14
Rotating,-10,Stationary,-10
Rotating,-9,Stationary,-5
Rotating,-7,Stationary,1
Rotating,-6,Stationary,5
Rotating,-4,Stationary,8
Rotating,-3,Stationary,10
Rotating,-2,Stationary,10
Rotating,-1,Stationary,9
Rotating,0,Stationary,8
Rotating,0,Stationary,7
Rotating,0,Stationary,7
Rotating,0,Stationary,6
Rotating,-1,Stationary,6
Rotating,0,Stationary,7
Rotating,0,Stationary,7
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
Rotating,0,Stationary,6
